Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
150376,CPE12000SG,TLR001062014,8/11/22 20:00,150376,WLTGG-122,1.001E+12,192.168.203.39,163663,2,15.2,-89.4,-86.9,-85.4,-86.6,3.7,3.9,3.2,2.3,-15.9,-16,-16.1,-16.3,-51,,,,,605
150375,CPE12000SG,TLR001052770,8/11/22 20:00,150375,WLTGG-122,1.001E+12,192.168.203.43,,2,,,,,,,,,,,,,,,,,,,605
150374,CPE12000SG,TLR001024748,8/11/22 20:00,150374,WLTGG-122,1.001E+12,192.168.203.12,296694,2,17.1,-114.5,-114.2,-108.4,-107.4,4.4,3.1,8.6,10.7,-11.3,-12.1,-10.4,-9.9,-75,,,,,605
150373,CPE12000SG,TLR001052912,8/11/22 20:00,150373,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
150372,CPE12000SG,TLR001062295,8/11/22 20:00,150372,WLTGG-122,1.001E+12,192.168.203.26,296696,3,15.8,-103.6,-98.8,-96.5,-106.3,9.3,11.3,15,6.2,-10.4,-10.3,-9.7,-11.8,-68,,,,,488
150371,CPE12000SG,TLR001048674,8/11/22 20:00,150371,WLTGG-122,1.001E+12,192.168.203.11,8649163,1,11.3,-99.7,-98.4,-98.4,-104.1,10.6,11.5,12.4,7.5,-13.2,-13.4,-12.9,-13.8,-68,,,,,195
150370,CPE12000SG,TLR001052420,8/11/22 20:00,150370,WLTGG-122,1.001E+12,192.168.203.23,515387,2,21,-96.5,-94,-100.4,-102.3,3.8,5.2,2,2.3,-12.6,-12,-13.2,-13,-59,,,,,605
150369,CPE12000SG,TLR001024707,8/11/22 20:00,150369,WLTGG-122,1.001E+12,192.168.203.17,3165105,1,23,-105,-100.7,-99.2,-108,17.1,18.4,15.7,14.6,-9.1,-9,-9.4,-9.4,-69,,,,,195
150368,CPE12000SG,TLR001052687,8/11/22 20:00,150368,WLTGG-122,1.001E+12,192.168.203.34,8643641,1,17.7,-93.6,-93.6,-94.1,-94.5,13.8,11.4,11.7,13.1,-9.4,-9.5,-9.4,-9.5,-61,,,,,371
150367,CPE12000SG,TLR001025025,8/11/22 20:00,150367,WLTGG-122,1.001E+12,192.168.203.14,1159006,1,5.7,-93.8,-93.8,-90.7,-95.3,15,15.7,17.8,15.9,-10.4,-9.8,-9.6,-10.9,-61,,,,,0
150366,CPE12000SG,TLR001024016,8/11/22 20:00,150366,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
150365,CPE12000SG,TLR001023697,8/11/22 20:00,150365,WLTGG-122,1.001E+12,192.168.203.10,296692,2,10.3,-99.2,-96.8,-97.7,-102.2,9.6,10.8,7.8,8.8,-10.5,-10.3,-11.1,-10.7,-67,,,,,605
150364,CPE12000SG,TLR001052247,8/11/22 20:00,150364,WLTGG-122,1.001E+12,192.168.203.28,8649163,2,10.9,-91.8,-90.2,-92.1,-95.5,6.9,7.9,5.5,3.5,-11.1,-11.2,-11.8,-12.5,-59,,,,,78
150363,CPE12000SG,TLR001052985,8/11/22 20:00,150363,WLTGG-122,1.001E+12,192.168.203.38,205554,1,13.2,-103.6,-104.5,-106.2,-105.9,18.2,14.6,13,16.3,-9.2,-9.1,-9.4,-8.9,-74,,,,,195
150362,CPE12000SG,TLR001052820,8/11/22 20:00,150362,WLTGG-122,1.001E+12,192.168.203.46,293944,2,9.4,-97.5,-95.4,-93.3,-97.2,8.8,10.9,10.2,9.1,-11.2,-10.4,-10.8,-11.1,-61,,,,,371
150361,CPE12000SG,TLR001021183,8/11/22 20:00,150361,WLTGG-122,1.001E+12,192.168.203.16,296693,2,15.2,-114.6,-107.7,-111.6,-106.8,2,6.8,4.7,10.8,-15.7,-14.9,-14.5,-13.4,-77,,,,,605
150360,CPE12000SG,TLR001052354,8/11/22 20:00,150360,WLTGG-122,1.001E+12,192.168.203.22,296692,3,-999999,-100.9,-98.2,-96.4,-96.1,11.4,12.1,8.7,11.9,-10.1,-9.8,-11,-10.2,-66,,,,,488
150359,CPE12000SG,TLR001061822,8/11/22 20:00,150359,WLTGG-122,1.001E+12,192.168.203.36,853448,2,-999999,-83.3,-81.6,-83.1,-85.2,12,12.7,12.2,11.5,-9.9,-10.3,-10.3,-10.1,-52,,,,,605
150358,CPE12000SG,TLR001023930,8/11/22 20:00,150358,WLTGG-122,1.001E+12,192.168.203.18,8643641,1,-999999,-97.8,-96.4,-98.7,-98.5,6.5,7.7,0.7,2.6,-11.1,-11,-14.6,-13.1,-64,,,,,488
150357,CPE12300,21140003126,8/11/22 20:00,150357,CPE12300HG,1.001E+12,192.168.203.44,,1,,,,,,,,,,,,,,,,,,,371
150356,CPE12000SG,TLR001052281,8/11/22 20:00,150356,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
150355,CPE12000SG,TLR001023730,8/11/22 19:00,150355,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
150354,CPE12300,21140000512,8/11/22 19:00,150354,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
150353,CPE12000SG,TLR001052745,8/11/22 19:00,150353,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
150352,CPE12000SG,TLR001052312,8/11/22 19:00,150352,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
150351,CPE12000SG,TLR001023657,8/11/22 19:00,150351,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
150350,CPE12000SG,TLR001024874,8/11/22 19:00,150350,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
150349,CPE12000SG,TLR001021183,8/11/22 19:00,150349,WLTGG-122,1.001E+12,192.168.203.16,,,,,,,,,,,,,,,,,,,,,
150348,CPE12000SG,TLR001024549,8/11/22 19:00,150348,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
150347,CPE12000SG,TLR001024016,8/11/22 19:00,150347,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
150346,CPE12000SG,TLR001052382,8/11/22 19:00,150346,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
150345,CPE12000SG,TLR001052687,8/11/22 19:00,150345,WLTGG-122,1.001E+12,192.168.203.34,8640042,,4.6,-94,-93.4,-95.1,-94.4,14.3,12.3,10.8,14.1,-9.7,-9.6,-9.7,-9.6,-64,,,,,
150344,CPE12000SG,TLR001052332,8/11/22 19:00,150344,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
150343,CPE12000SG,TLR001052983,8/11/22 19:00,150343,WLTGG-122,1.001E+12,192.168.203.27,424221,1,-0.1,-87.2,-88.5,-87.3,-86,17.3,13.5,15.8,17.7,-9.3,-9.5,-9.4,-9.5,-55,,,,,195
150342,CPE12000SG,TLR001052293,8/11/22 19:00,150342,WLTGG-122,1.001E+12,192.168.203.40,2275296,2,-999999,-81.6,-80.3,-81.1,-83.8,11.9,8.3,8.6,11.7,-9.9,-10.2,-10.1,-9.8,-50,,,,,605
150341,CPE12300,21140007371,8/11/22 19:00,150341,CPE12300XG,1.001E+12,192.168.203.33,,1,,,,,,,,,,,,,,,,,,,488
150340,CPE12000SG,TLR001052912,8/11/22 19:00,150340,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
150339,CPE12000SG,TLR001062014,8/11/22 19:00,150339,WLTGG-122,1.001E+12,192.168.203.39,160063,2,3.4,-88.9,-87.4,-86,-86.9,3.2,-0.2,-0.9,-0.5,-11.2,-12.8,-13.3,-13.1,-53,,,,,605
150338,CPE12000SG,TLR001024748,8/11/22 19:00,150338,WLTGG-122,1.001E+12,192.168.203.12,293094,2,7.9,-110.4,-116.3,-108.1,-110.7,8.9,2.6,8.1,10,-10.7,-13.8,-11.1,-10.6,-78,,,,,605
150337,CPE12000SG,TLR001052770,8/11/22 19:00,150337,WLTGG-122,1.001E+12,192.168.203.43,,2,,,,,,,,,,,,,,,,,,,605
150336,CPE12000SG,TLR001052820,8/11/22 19:00,150336,WLTGG-122,1.001E+12,192.168.203.46,290343,2,8.5,-99.2,-96.3,-93.4,-96,4.4,8.5,11.8,8.7,-12.8,-11.3,-10.4,-11.4,-62,,,,,371
150335,CPE12000SG,TLR001052420,8/11/22 19:00,150335,WLTGG-122,1.001E+12,192.168.203.23,511787,2,9.4,-96,-93.3,-100.5,-101.6,5.7,6.4,7.2,5.1,-11.4,-11.5,-11,-11.7,-63,,,,,605
150334,CPE12000SG,TLR001024707,8/11/22 19:00,150334,WLTGG-122,1.001E+12,192.168.203.17,3161458,1,22.1,-105.8,-103.5,-98.6,-103.5,17.2,15.4,17.7,17.3,-9.1,-9.4,-9.4,-9.4,-69,,,,,195
150333,CPE12000SG,TLR001048674,8/11/22 19:00,150333,WLTGG-122,1.001E+12,192.168.203.11,8645566,1,11.2,-102.8,-98.6,-101.7,-102.4,4.1,8.6,6.1,8.4,-13.4,-13.7,-13.8,-13.3,-68,,,,,78
150332,CPE12000SG,TLR001061848,8/11/22 19:00,150332,WLTGG-122,1.001E+12,192.168.203.37,8034701,2,-999999,-82.6,-80,-77.4,-79.4,7.9,7.9,8.7,8.1,-10.3,-10.3,-10.2,-10.4,-47,,,,,605
150331,CPE12000SG,TLR001061822,8/11/22 19:00,150331,WLTGG-122,1.001E+12,192.168.203.36,849848,2,-999999,-84,-82.3,-83.3,-84.6,11.9,10.8,12.4,12.2,-10.2,-10.1,-10.3,-10.1,-52,,,,,605
150330,CPE12000SG,TLR001023930,8/11/22 19:00,150330,WLTGG-122,1.001E+12,192.168.203.18,8640041,2,9.2,-98.8,-98.7,-95.8,-97.9,4.9,4.3,9,8.2,-12.7,-13,-10.8,-11,-64,,,,,488
150329,CPE12000SG,TLR001052550,8/11/22 19:00,150329,WLTGG-122,1.001E+12,192.168.203.35,293093,2,20.8,-116.4,-107.6,-99.9,-103.7,-6.1,-2.3,3,-0.5,-65.1,-17.9,-13.5,-21.5,-68,,,,,488
150328,CPE12000SG,TLR001023697,8/11/22 19:00,150328,WLTGG-122,1.001E+12,192.168.203.10,293092,2,12.6,-95.7,-95.6,-96.4,-101.8,11.2,12.6,8.1,7.3,-10.4,-10.1,-11.3,-11.5,-64,,,,,605
150327,CPE12000SG,TLR001052247,8/11/22 19:00,150327,WLTGG-122,1.001E+12,192.168.203.28,8645563,2,5.8,-91.3,-89.8,-92.4,-95.1,6.6,7.4,4.1,2.7,-11.2,-11,-12,-12.7,-59,,,,,78
150326,CPE9000,GMK180819003927,8/11/22 19:00,150326,WLTMS-110,1.001E+12,192.168.203.31,293084,2,18,-112,-110,,,5,10,,,-10,,,,,,,,,605
150325,CPE12000SG,TLR001062295,8/11/22 19:00,150325,WLTGG-122,1.001E+12,192.168.203.26,293096,3,8.9,-99.5,-98.4,-95.7,-99.4,13.6,9.7,13.8,13.5,-9.8,-10.6,-9.4,-9.6,-68,,,,,488
150324,CPE12000SG,TLR001052427,8/11/22 19:00,150324,WLTGG-122,1.001E+12,192.168.203.42,2574005,2,-999999,-101.1,-101,-103.7,-107.6,6.1,8.7,9.1,2,-10.6,-10.6,-10.1,-12,-69,,,,,605
150323,CPE12000SG,TLR001052985,8/11/22 19:00,150323,WLTGG-122,1.001E+12,192.168.203.38,201953,1,22,-103.6,-105.9,-105.7,-106.8,20.5,15.3,13.4,15.4,-9.4,-9.1,-9,-9.2,-72,,,,,371
150322,CPE12000SG,TLR001025025,8/11/22 19:00,150322,WLTGG-122,1.001E+12,192.168.203.14,,1,,,,,,,,,,,,,,,,,,,371
150321,CPE12000SG,TLR001052354,8/11/22 19:00,150321,WLTGG-122,1.001E+12,192.168.203.22,293092,3,-999999,-98.9,-98.8,-94.5,-94.6,12.1,7.9,9.9,12.8,-10.2,-11.2,-10.2,-9.8,-64,,,,,488
150320,CPE12000SG,TLR001021226,8/11/22 19:00,150320,WLTGG-122,1.001E+12,192.168.203.13,3026507,2,19.8,-115.1,-116.7,-107.6,-111.9,7.1,3.7,6.6,6.8,-10.5,-11.9,-10.4,-10.5,-81,,,,,605
150319,CPE12300,21140003126,8/11/22 19:00,150319,CPE12300HG,1.001E+12,192.168.203.44,2200430,1,7.3,-100.4,-105,-103.9,-104.4,18.1,16.4,17,15.3,-9.5,-9.4,-9.4,-9.9,-70,-69.7,-74.7,-73.6,-73.4,371
150318,CPE12000SG,TLR001052281,8/11/22 19:00,150318,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
150317,CPE12000SG,TLR001061848,8/11/22 18:00,150317,WLTGG-122,1.001E+12,192.168.203.37,,,,,,,,,,,,,,,,,,,,,
150316,CPE12000SG,TLR001023730,8/11/22 18:00,150316,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
150315,CPE12300,21140000512,8/11/22 18:00,150315,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
150314,CPE12000SG,TLR001052745,8/11/22 18:00,150314,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
150313,CPE12000SG,TLR001052312,8/11/22 18:00,150313,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
150312,CPE12000SG,TLR001023657,8/11/22 18:00,150312,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
150311,CPE12000SG,TLR001024874,8/11/22 18:00,150311,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
150310,CPE12000SG,TLR001024549,8/11/22 18:00,150310,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
150309,CPE12000SG,TLR001052382,8/11/22 18:00,150309,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
150308,CPE12000SG,TLR001052332,8/11/22 18:00,150308,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
150307,CPE12000SG,TLR001052983,8/11/22 18:00,150307,WLTGG-122,1.001E+12,192.168.203.27,420623,1,-1.8,-86.7,-88.4,-87.5,-86.9,17.1,12.9,14.9,17.1,-9.3,-9.6,-9.1,-9.3,-57,,,,,195
150306,CPE12000SG,TLR001052293,8/11/22 18:00,150306,WLTGG-122,1.001E+12,192.168.203.40,2271697,2,-999999,-82.5,-80.7,-81,-83.9,10.8,12.6,12.3,11.5,-9.9,-10.1,-10.1,-9.9,-51,,,,,605
150305,CPE12000SG,TLR001061822,8/11/22 18:00,150305,WLTGG-122,1.001E+12,192.168.203.36,846248,2,-4.5,-83,-82.1,-82.9,-85.1,12.6,13,12.9,12,-10.1,-10.3,-10.2,-10.1,-52,,,,,605
150304,CPE12000SG,TLR001062295,8/11/22 18:00,150304,WLTGG-122,1.001E+12,192.168.203.26,289494,3,9.1,-105.7,-99,-98.3,-106.6,7.1,10.7,13.8,7.5,-11.4,-10.5,-9.6,-11.1,-68,,,,,488
150303,CPE12000SG,TLR001062014,8/11/22 18:00,150303,WLTGG-122,1.001E+12,192.168.203.39,156463,2,0.8,-88.5,-87.1,-86.4,-86.4,3.6,1.7,1.1,1.6,-11.6,-13,-13.1,-12.8,-53,,,,,605
150302,CPE12000SG,TLR001024748,8/11/22 18:00,150302,WLTGG-122,1.001E+12,192.168.203.12,289494,2,23,-117.2,-114.6,-109.7,-108.6,2.2,5.3,8.4,12.2,-14.6,-12.3,-11,-10.1,-77,,,,,605
150301,CPE12000SG,TLR001052912,8/11/22 18:00,150301,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
150300,CPE9000,GMK180819003927,8/11/22 18:00,150300,WLTMS-110,1.001E+12,192.168.203.31,289491,2,22,-110,-113,,,6,7,,,-11,,,,,,,,,781
150299,CPE12000SG,TLR001052820,8/11/22 18:00,150299,WLTGG-122,1.001E+12,192.168.203.46,286743,2,19.6,-100.3,-99,-93.3,-96.8,5.1,7.4,12.1,10,-12.7,-11.6,-10.1,-10.4,-63,,,,,371
150298,CPE12000SG,TLR001052420,8/11/22 18:00,150298,WLTGG-122,1.001E+12,192.168.203.23,508186,2,9.3,-95.3,-93.7,-99.7,-102.5,6.3,6.3,8.3,5.1,-11.2,-11.5,-10.9,-11.9,-62,,,,,605
150297,CPE12000SG,TLR001024707,8/11/22 18:00,150297,WLTGG-122,1.001E+12,192.168.203.17,3157860,1,23,-105.8,-101.6,-99.4,-112.1,17.7,19.4,16.8,12.5,-9.2,-9.1,-9.4,-9.5,-69,,,,,195
150296,CPE12000SG,TLR001052985,8/11/22 18:00,150296,WLTGG-122,1.001E+12,192.168.203.38,198353,1,-999999,-105.1,-106.8,-106.6,-106.6,18.9,14,13.7,16.6,-9.5,-9.2,-9.3,-8.9,-76,,,,,371
150295,CPE12000SG,TLR001052427,8/11/22 18:00,150295,WLTGG-122,1.001E+12,192.168.203.42,2570406,2,7.2,-100.6,-100.7,-105.1,-109.5,7.4,8.4,9,2.9,-10.7,-10.8,-10.6,-13,-70,,,,,605
150294,CPE12000SG,TLR001052770,8/11/22 18:00,150294,WLTGG-122,1.001E+12,192.168.203.43,,2,,,,,,,,,,,,,,,,,,,605
150293,CPE12300,21140007371,8/11/22 18:00,150293,CPE12300XG,1.001E+12,192.168.203.33,2196211,1,10.9,-104.2,-106.7,0,0,8.7,7.1,0,0,-10,-10.6,0,0,-76,-74,-76,0,0,488
150292,CPE12000SG,TLR001021226,8/11/22 18:00,150292,WLTGG-122,1.001E+12,192.168.203.13,3022912,2,-999999,-117.2,-113.4,-114.9,-118.4,3.5,7.8,3.6,4.7,-12.1,-10.6,-11.8,-11.1,-82,,,,,605
150291,CPE12000SG,TLR001023697,8/11/22 18:00,150291,WLTGG-122,1.001E+12,192.168.203.10,289492,2,10.3,-97.4,-95.8,-97.9,-103.4,11.4,12.1,7.3,7.6,-10.2,-10.1,-11.4,-11.2,-66,,,,,605
150290,CPE12000SG,TLR001052247,8/11/22 18:00,150290,WLTGG-122,1.001E+12,192.168.203.28,8641963,2,8.8,-91.1,-90.3,-91.5,-93.3,5.3,5.7,6.5,6.7,-14.1,-12.3,-11.6,-11.6,-59,,,,,78
150289,CPE12000SG,TLR001052687,8/11/22 18:00,150289,WLTGG-122,1.001E+12,192.168.203.34,8636445,1,-999999,-94,-93.4,-94.3,-94.7,15.5,13.2,11.4,14.2,-9.5,-9.4,-9.6,-9.6,-64,,,,,371
150288,CPE12000SG,TLR001048674,8/11/22 18:00,150288,WLTGG-122,1.001E+12,192.168.203.11,8641963,1,-999999,-100.2,-98.1,-95.8,-104,10.4,12.6,13.5,7,-10.9,-11.9,-11.2,-12.4,-67,,,,,78
150287,CPE12000SG,TLR001024016,8/11/22 18:00,150287,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
150286,CPE12000SG,TLR001052550,8/11/22 18:00,150286,WLTGG-122,1.001E+12,192.168.203.35,289492,2,12.8,-100.6,-98,-98.7,-100.4,4.3,6.1,5.5,3.9,-11.5,-11,-11.5,-11.8,-65,,,,,488
150285,CPE12000SG,TLR001025025,8/11/22 18:00,150285,WLTGG-122,1.001E+12,192.168.203.14,1151806,1,19.8,-95.7,-95,-90.8,-95.5,13.4,13.8,17.3,15.3,-9.7,-9.6,-9.1,-9.1,-62,,,,,371
150284,CPE12000SG,TLR001052354,8/11/22 18:00,150284,WLTGG-122,1.001E+12,192.168.203.22,289492,3,-999999,-101,-99.8,-96.9,-95.5,8.8,7.9,7.2,10.2,-10.7,-10.7,-10.8,-10.3,-66,,,,,488
150283,CPE12000SG,TLR001023930,8/11/22 18:00,150283,WLTGG-122,1.001E+12,192.168.203.18,8636442,1,5.5,-98.7,-95.4,-97.4,-98,6.4,7,8.5,7.2,-11.9,-11.7,-10.5,-10.8,-63,,,,,488
150282,CPE12000SG,TLR001021183,8/11/22 18:00,150282,WLTGG-122,1.001E+12,192.168.203.16,289493,2,16.8,-116.7,-108.1,-109.4,-107,2.1,5.7,3.7,11.6,-14.2,-12.4,-13.6,-10.3,-76,,,,,605
150281,CPE12300,21140003126,8/11/22 18:00,150281,CPE12300HG,1.001E+12,192.168.203.44,2196830,1,13.4,-101.6,-106.6,-107,-103.2,19.7,16.2,17.7,18.1,-9.1,-9.2,-9.1,-9.2,-70,-72.3,-77.3,-75.2,-73.8,371
150280,CPE12000SG,TLR001052281,8/11/22 18:00,150280,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
150279,CPE12000SG,TLR001023730,8/11/22 17:00,150279,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
150278,CPE12300,21140000512,8/11/22 17:00,150278,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
150277,CPE12000SG,TLR001052745,8/11/22 17:00,150277,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
150276,CPE12000SG,TLR001052770,8/11/22 17:00,150276,WLTGG-122,1.001E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
150275,CPE12000SG,TLR001052312,8/11/22 17:00,150275,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
150274,CPE12000SG,TLR001023657,8/11/22 17:00,150274,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
150273,CPE12000SG,TLR001024874,8/11/22 17:00,150273,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
150272,CPE12000SG,TLR001062295,8/11/22 17:00,150272,WLTGG-122,1.001E+12,192.168.203.26,,,,,,,,,,,,,,,,,,,,,
150271,CPE12000SG,TLR001024549,8/11/22 17:00,150271,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
150270,CPE12000SG,TLR001052382,8/11/22 17:00,150270,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
150269,CPE12000SG,TLR001052332,8/11/22 17:00,150269,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
150268,CPE12000SG,TLR001052983,8/11/22 17:00,150268,WLTGG-122,1.001E+12,192.168.203.27,417021,1,3.7,-85.8,-86.9,-87.5,-87.2,18.3,14.8,15.5,16.5,-9.6,-9.6,-9.6,-9.6,-55,,,,,195
150267,CPE12000SG,TLR001052293,8/11/22 17:00,150267,WLTGG-122,1.001E+12,192.168.203.40,2268142,2,-999999,-82.7,-80.9,-81,-83.6,11.8,12.6,12.6,13.2,-10.1,-10.2,-10.2,-9.9,-50,,,,,605
150266,CPE12000SG,TLR001023930,8/11/22 17:00,150266,WLTGG-122,1.001E+12,192.168.203.18,8632841,1,-999999,-98.7,-96.1,-102.4,-101.3,8,9.2,0.5,3.5,-11,-10.6,-15.6,-13.4,-66,,,,,488
150265,CPE12000SG,TLR001062014,8/11/22 17:00,150265,WLTGG-122,1.001E+12,192.168.203.39,152862,2,4.9,-88.8,-86.7,-85.9,-86.8,3.4,2,1.4,2.8,-13,-13,-13.2,-13.4,-53,,,,,605
150264,CPE12000SG,TLR001052912,8/11/22 17:00,150264,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
150263,CPE12000SG,TLR001024748,8/11/22 17:00,150263,WLTGG-122,1.001E+12,192.168.203.12,285894,2,14.9,-115.1,-113.6,-106.4,-111,3.2,5.6,10.6,10,-14,-12.4,-10.5,-10.5,-76,,,,,605
150262,CPE12000SG,TLR001021183,8/11/22 17:00,150262,WLTGG-122,1.001E+12,192.168.203.16,285893,2,-999999,-113,-106.2,-107,-104.8,3.7,9.2,7.8,10.7,-12.6,-10.7,-11.5,-10.3,-75,,,,,605
