Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
205762,CPE12000SG,TLR001048674,10/12/22 20:00,205762,WLTGG-122,1.001E+12,192.168.203.11,500081,,-999999,-98.2,-97.5,-96.5,-98.6,18.3,20.9,22.2,20.1,-9.6,-9.1,-9.5,-9.7,-68,,,,,
205763,CPE12000SG,TLR001052281,10/12/22 20:00,205763,WLTGG-122,1.001E+12,192.168.203.25,1032355,,-999999,-82.8,-80.9,-83.4,-84.9,23.6,21.8,20.1,22.9,-8.7,-9,-9.2,-8.6,-49,,,,,
205764,CPE12000SG,TLR001062295,10/12/22 20:00,205764,WLTGG-122,1.001E+12,192.168.203.26,1742764,,11.5,-102.1,-103.2,-99.1,-97.9,16.4,14.2,20.5,21.6,-8.9,-8.8,-9,-8.9,-70,,,,,
205765,CPE12300,21140003126,10/12/22 20:00,205765,CPE12300HG,1.001E+12,192.168.203.44,62950,,4.9,-96,-98,-103.2,-101.8,26.2,24.5,20.7,22.3,-9,-9.1,-9.3,-9.2,-63,-67.2,-69.1,-74.1,-72.7,
205766,CPE12000SG,TLR001021226,10/12/22 20:00,205766,WLTGG-122,1.001E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
205767,CPE12000SG,TLR001024707,10/12/22 20:00,205767,WLTGG-122,1.001E+12,192.168.203.17,,,,,,,,,,,,,,,,,,,,,
205768,CPE12000SG,TLR001023657,10/12/22 20:00,205768,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
205733,CPE12000SG,TLR001052770,10/12/22 19:00,205733,WLTGG-122,1.001E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
205707,CPE12000SG,TLR001052293,10/12/22 19:00,205707,WLTGG-122,1.001E+12,192.168.203.40,7632097,2,-3.4,-82.5,-80.7,-79.3,-82.7,20,21.5,22.3,20.8,-9.6,-9.7,-9.6,-9.4,-50,,,,,605
205708,CPE12000SG,TLR001052820,10/12/22 19:00,205708,WLTGG-122,1.001E+12,192.168.203.46,5647146,2,-999999,-99,-93.3,-93.4,-95.7,6.6,13.1,13.4,11.6,-11.5,-10.1,-10,-10.3,-63,,,,,371
205709,CPE12000SG,TLR001023930,10/12/22 19:00,205709,WLTGG-122,1.001E+12,192.168.203.18,13996841,2,-999999,-93.5,-91.9,-90.1,-95.3,14.5,15.5,16.7,13,-9.2,-9.6,-9.6,-9.3,-61,,,,,488
205710,CPE12000SG,TLR001052247,10/12/22 19:00,205710,WLTGG-122,1.001E+12,192.168.203.28,14002363,2,6.9,-92.1,-91.2,-94,-96.5,19.8,19.4,18,16.9,-9.2,-9.7,-9.6,-9.5,-62,,,,,78
205711,CPE12000SG,TLR001021183,10/12/22 19:00,205711,WLTGG-122,1.001E+12,192.168.203.16,1218141,2,-999999,-109,-105.1,-105.9,-107,2.8,-1.3,-2.8,1.1,-10.7,-12.8,-12.6,-11,-72,,,,,488
205712,CPE12000SG,TLR001024748,10/12/22 19:00,205712,WLTGG-122,1.001E+12,192.168.203.12,3111513,2,21,-112.9,-112.9,-105.9,-109.7,-3.4,-5.5,4,-0.2,-14.4,-13.9,-10.8,-12.4,-76,,,,,605
205713,CPE9000,GMK180819003927,10/12/22 19:00,205713,WLTMS-110,1.001E+12,192.168.203.47,4159007,2,8,-94,-94,,,14,14,,,-9,,,,,,,,,605
205714,CPE12000SG,TLR001023697,10/12/22 19:00,205714,WLTGG-122,1.001E+12,192.168.203.10,26620,2,8.8,-98.8,-97.3,-97.3,-102.3,8.6,8.3,4.2,6.7,-9.5,-9.7,-10.1,-9.8,-67,,,,,488
205715,CPE12300,21140007371,10/12/22 19:00,205715,CPE12300XG,1.001E+12,192.168.203.33,909358,,9.8,-104,-106,0,0,17.7,11.9,0,0,-9.6,-9.4,0,0,-69,-74.7,-77,0,0,
205716,CPE12000SG,TLR001052687,10/12/22 19:00,205716,WLTGG-122,1.001E+12,192.168.203.34,536092,,-999999,-92.4,-94.2,-92.1,-93,22.9,19.7,20.4,23.8,-9.4,-8.4,-8.4,-9.5,-64,,,,,
205717,CPE12000SG,TLR001052332,10/12/22 19:00,205717,WLTGG-122,1.001E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
205718,CPE12000SG,TLR001052912,10/12/22 19:00,205718,WLTGG-122,1.001E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
205719,CPE12000SG,TLR001052382,10/12/22 19:00,205719,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
205720,CPE12000SG,TLR001024016,10/12/22 19:00,205720,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
205721,CPE12000SG,TLR001025025,10/12/22 19:00,205721,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
205722,CPE12000SG,TLR001024549,10/12/22 19:00,205722,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
205723,CPE12000SG,TLR001052983,10/12/22 19:00,205723,WLTGG-122,1.001E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
205724,CPE12000SG,TLR001052354,10/12/22 19:00,205724,WLTGG-122,1.001E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
205725,CPE12000SG,TLR001048674,10/12/22 19:00,205725,WLTGG-122,1.001E+12,192.168.203.11,496481,,-999999,-107.5,-103.3,-104.9,-104,10.4,16.3,14.5,15,-10.7,-9.5,-10.1,-9.7,-73,,,,,
205726,CPE12000SG,TLR001052281,10/12/22 19:00,205726,WLTGG-122,1.001E+12,192.168.203.25,1028755,,-999999,-82.6,-80.9,-83,-84.9,25.6,23.2,21,23.6,-8.7,-9.1,-9.2,-8.8,-48,,,,,
205727,CPE12000SG,TLR001062295,10/12/22 19:00,205727,WLTGG-122,1.001E+12,192.168.203.26,1739163,,13.4,-101.8,-104.1,-104.8,-101,17.5,13.3,12.9,18.2,-9,-8.7,-9.2,-9,-73,,,,,
205728,CPE12300,21140003126,10/12/22 19:00,205728,CPE12300HG,1.001E+12,192.168.203.44,59350,,6.9,-96.9,-100.7,-103.1,-103.1,21.1,19.5,16.2,16.8,-9,-9.2,-9.2,-9,-67,-67.8,-70.9,-73.6,-73.7,
205729,CPE12000SG,TLR001021226,10/12/22 19:00,205729,WLTGG-122,1.001E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
205730,CPE12000SG,TLR001024707,10/12/22 19:00,205730,WLTGG-122,1.001E+12,192.168.203.17,,,,,,,,,,,,,,,,,,,,,
205731,CPE12000SG,TLR001023657,10/12/22 19:00,205731,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
205732,CPE12000SG,TLR001052312,10/12/22 19:00,205732,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
205734,CPE12000SG,TLR001052420,10/12/22 19:00,205734,WLTGG-122,1.001E+12,192.168.203.23,904363,,-999999,-98.7,-96.2,-95.6,-99.2,22.6,22.7,24.8,25.4,-8.7,-8.7,-8.9,-8.6,-67,,,,,
205735,CPE12000SG,TLR001052427,10/12/22 19:00,205735,WLTGG-122,1.001E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
205736,CPE12000SG,TLR001052745,10/12/22 19:00,205736,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
205737,CPE12300,21140000512,10/12/22 19:00,205737,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
205738,CPE12000SG,TLR001023730,10/12/22 19:00,205738,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
205739,CPE12000SG,TLR001052985,10/12/22 19:00,205739,WLTGG-122,1.001E+12,192.168.203.38,353757,,-999999,-103.7,-103.3,-99.3,-104.1,20.7,19.3,21.7,18.3,-9.1,-8.9,-9.1,-9.7,-65,,,,,
205740,CPE12000SG,TLR001062014,10/12/22 19:00,205740,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
205741,CPE12000SG,TLR001061822,10/12/22 19:00,205741,WLTGG-122,1.001E+12,192.168.203.36,,,,,,,,,,,,,,,,,,,,,
205742,CPE12000SG,TLR001061848,10/12/22 19:00,205742,WLTGG-122,1.001E+12,192.168.203.37,,,,,,,,,,,,,,,,,,,,,
205743,CPE12000SG,TLR001052550,10/12/22 19:00,205743,WLTGG-122,1.001E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
205677,CPE12000SG,TLR001023697,10/12/22 18:00,205677,WLTGG-122,1.001E+12,192.168.203.10,23020,2,9.8,-98.7,-96.6,-98,-104.8,8.9,7.4,2.9,-1.1,-9.6,-9.8,-10.4,-11.9,-68,,,,,488
205683,CPE12000SG,TLR001024016,10/12/22 18:00,205683,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
205678,CPE12300,21140007371,10/12/22 18:00,205678,CPE12300XG,1.001E+12,192.168.203.33,905758,,8.8,-103.7,-106.1,0,0,17.1,12,0,0,-10.1,-9.9,0,0,-74,-71.8,-73.6,0,0,
205679,CPE12000SG,TLR001052687,10/12/22 18:00,205679,WLTGG-122,1.001E+12,192.168.203.34,532492,,-1.1,-92.6,-94.4,-91.9,-93.4,22.8,19.5,19.9,23.1,-9.3,-8.5,-8.6,-9.4,-58,,,,,
205684,CPE12000SG,TLR001025025,10/12/22 18:00,205684,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
205685,CPE12000SG,TLR001024549,10/12/22 18:00,205685,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
205686,CPE12000SG,TLR001052983,10/12/22 18:00,205686,WLTGG-122,1.001E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
205687,CPE12000SG,TLR001052354,10/12/22 18:00,205687,WLTGG-122,1.001E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
205688,CPE12000SG,TLR001048674,10/12/22 18:00,205688,WLTGG-122,1.001E+12,192.168.203.11,492881,,-999999,-97.9,-96.4,-96.1,-99.2,16.9,20.6,22.2,17.5,-9.2,-8.9,-9.7,-9.8,-68,,,,,
205689,CPE12000SG,TLR001052281,10/12/22 18:00,205689,WLTGG-122,1.001E+12,192.168.203.25,1025155,,-10.1,-82,-79.9,-83.3,-85.6,23.7,23,20.4,22,-14.2,-13.5,-13.7,-14.3,-47,,,,,
205690,CPE12000SG,TLR001062295,10/12/22 18:00,205690,WLTGG-122,1.001E+12,192.168.203.26,1735564,,3.7,-99.8,-105.9,-100.8,-103.6,19.1,11.2,17.8,14.9,-9.3,-9.9,-9.1,-9.2,-73,,,,,
205691,CPE12300,21140003126,10/12/22 18:00,205691,CPE12300HG,1.001E+12,192.168.203.44,55750,,15.2,-95.3,-98.7,-103.2,-102.2,24.9,23.4,19.6,21.7,-13.8,-10.4,-11.5,-13.2,-67,-63,-68.9,-72.5,-70.3,
205692,CPE12000SG,TLR001021226,10/12/22 18:00,205692,WLTGG-122,1.001E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
205693,CPE12000SG,TLR001024707,10/12/22 18:00,205693,WLTGG-122,1.001E+12,192.168.203.17,,,,,,,,,,,,,,,,,,,,,
205694,CPE12000SG,TLR001023657,10/12/22 18:00,205694,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
205695,CPE12000SG,TLR001052312,10/12/22 18:00,205695,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
205696,CPE12000SG,TLR001052770,10/12/22 18:00,205696,WLTGG-122,1.001E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
205697,CPE12000SG,TLR001052420,10/12/22 18:00,205697,WLTGG-122,1.001E+12,192.168.203.23,900763,,-999999,-98.6,-96.1,-94.5,-98.1,21.6,21.8,24.5,25,-8.6,-8.8,-8.9,-8.7,-66,,,,,
205698,CPE12000SG,TLR001052427,10/12/22 18:00,205698,WLTGG-122,1.001E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
205699,CPE12000SG,TLR001052745,10/12/22 18:00,205699,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
205700,CPE12300,21140000512,10/12/22 18:00,205700,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
205701,CPE12000SG,TLR001023730,10/12/22 18:00,205701,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
205680,CPE12000SG,TLR001052332,10/12/22 18:00,205680,WLTGG-122,1.001E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
205702,CPE12000SG,TLR001052985,10/12/22 18:00,205702,WLTGG-122,1.001E+12,192.168.203.38,350157,,17.5,-105.4,-99.5,-99.6,-103.2,20.1,21,18.8,17.3,-9.5,-9.1,-9.6,-9.9,-65,,,,,
205703,CPE12000SG,TLR001062014,10/12/22 18:00,205703,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
205704,CPE12000SG,TLR001061822,10/12/22 18:00,205704,WLTGG-122,1.001E+12,192.168.203.36,,,,,,,,,,,,,,,,,,,,,
205705,CPE12000SG,TLR001061848,10/12/22 18:00,205705,WLTGG-122,1.001E+12,192.168.203.37,,,,,,,,,,,,,,,,,,,,,
205706,CPE12000SG,TLR001052550,10/12/22 18:00,205706,WLTGG-122,1.001E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
205672,CPE12000SG,TLR001023930,10/12/22 18:00,205672,WLTGG-122,1.001E+12,192.168.203.18,13993241,2,-999999,-94.2,-92.5,-91,-95.5,14.4,14.7,16.5,12.7,-9.1,-9.5,-9.5,-9.2,-61,,,,,488
205673,CPE12000SG,TLR001052247,10/12/22 18:00,205673,WLTGG-122,1.001E+12,192.168.203.28,13998763,2,5.6,-91.8,-90.8,-93.8,-96.9,19.8,19.9,18.3,16.6,-9.4,-9.4,-9.7,-9.5,-62,,,,,78
205682,CPE12000SG,TLR001052382,10/12/22 18:00,205682,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
205681,CPE12000SG,TLR001052912,10/12/22 18:00,205681,WLTGG-122,1.001E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
205674,CPE12000SG,TLR001024748,10/12/22 18:00,205674,WLTGG-122,1.001E+12,192.168.203.12,3107913,2,-999999,-111.8,-108.3,-106.9,-108.6,-2.1,2.5,-1.4,-0.2,-12.4,-10.4,-11.5,-11.8,-75,,,,,605
205675,CPE12000SG,TLR001021183,10/12/22 18:00,205675,WLTGG-122,1.001E+12,192.168.203.16,1214541,2,9.8,-105.7,-99.2,-101.3,-106.3,5.6,6,2.1,2.1,-9.8,-10.2,-10.2,-10.5,-69,,,,,605
205676,CPE9000,GMK180819003927,10/12/22 18:00,205676,WLTMS-110,1.001E+12,192.168.203.47,4155407,2,6,-94,-92,,,12,12,,,-9,,,,,,,,,605
205671,CPE12000SG,TLR001052820,10/12/22 18:00,205671,WLTGG-122,1.001E+12,192.168.203.46,5643545,2,19.1,-100.4,-93.4,-92.8,-96.4,7,11.1,16.1,12.5,-11.1,-10.2,-10,-10.2,-63,,,,,371
205670,CPE12000SG,TLR001052293,10/12/22 18:00,205670,WLTGG-122,1.001E+12,192.168.203.40,7628496,2,-3.5,-81.9,-80.4,-79.4,-82.6,19.6,20.9,21.4,20.5,-9.4,-9.4,-9.4,-9.1,-49,,,,,605
205663,CPE12300,21140000512,10/12/22 17:00,205663,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
205633,CPE12000SG,TLR001052293,10/12/22 17:00,205633,WLTGG-122,1.001E+12,192.168.203.40,7624896,2,-999999,-82.6,-80.6,-80.4,-83.2,19.6,21.6,22.3,21,-9.2,-9.5,-9.5,-9.1,-51,,,,,605
205655,CPE12000SG,TLR001024707,10/12/22 17:00,205655,WLTGG-122,1.001E+12,192.168.203.17,,,,,,,,,,,,,,,,,,,,,
205654,CPE12000SG,TLR001021226,10/12/22 17:00,205654,WLTGG-122,1.001E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
205639,CPE12000SG,TLR001023697,10/12/22 17:00,205639,WLTGG-122,1.001E+12,192.168.203.10,19420,2,6.6,-99.1,-99.6,-97.8,-103.6,8.3,8.7,5.9,5.1,-9.5,-9.7,-10,-10.3,-68,,,,,488
205653,CPE12300,21140003126,10/12/22 17:00,205653,CPE12300HG,1.001E+12,192.168.203.44,52150,,3.9,-95.8,-97.4,-104.7,-101.8,24.4,22.8,15.9,20.3,-8.9,-9.4,-9.2,-9.1,-67,-66.9,-68.2,-75.4,-72.7,
205652,CPE12000SG,TLR001062295,10/12/22 17:00,205652,WLTGG-122,1.001E+12,192.168.203.26,1731964,,9.4,-100.7,-103.4,-102.6,-102.6,20.5,14.5,15.3,18.4,-8.9,-8.7,-9.1,-9.1,-67,,,,,
205645,CPE12000SG,TLR001024016,10/12/22 17:00,205645,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
205651,CPE12000SG,TLR001052281,10/12/22 17:00,205651,WLTGG-122,1.001E+12,192.168.203.25,1021555,,-999999,-81.4,-80,-83.3,-84.8,25.4,23.7,20.5,23.2,-8.7,-9.1,-9.3,-8.9,-51,,,,,
205656,CPE12000SG,TLR001021183,10/12/22 17:00,205656,WLTGG-122,1.001E+12,192.168.203.16,1210941,,-999999,-114.1,-110.3,-106.7,-102.7,-2.9,-3.9,-3.7,3,-12.8,-13.3,-12.9,-10.5,-74,,,,,
205650,CPE12000SG,TLR001048674,10/12/22 17:00,205650,WLTGG-122,1.001E+12,192.168.203.11,489281,,14.9,-98.9,-97.5,-101,-103.2,17.7,21,18,16.4,-9.5,-9,-9.3,-9.8,-68,,,,,
205649,CPE12000SG,TLR001024874,10/12/22 17:00,205649,WLTGG-122,1.001E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
205648,CPE12000SG,TLR001052354,10/12/22 17:00,205648,WLTGG-122,1.001E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
205647,CPE12000SG,TLR001024549,10/12/22 17:00,205647,WLTGG-122,1.001E+12,192.168.203.19,,,,,,,,,,,,,,,,,,,,,
205646,CPE12000SG,TLR001025025,10/12/22 17:00,205646,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
205638,CPE9000,GMK180819003927,10/12/22 17:00,205638,WLTMS-110,1.001E+12,192.168.203.47,4151807,2,6,-93,-94,,,12,12,,,-10,,,,,,,,,605
205643,CPE12000SG,TLR001052912,10/12/22 17:00,205643,WLTGG-122,1.001E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
205644,CPE12000SG,TLR001052382,10/12/22 17:00,205644,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
205669,CPE12000SG,TLR001052550,10/12/22 17:00,205669,WLTGG-122,1.001E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
205668,CPE12000SG,TLR001061848,10/12/22 17:00,205668,WLTGG-122,1.001E+12,192.168.203.37,,,,,,,,,,,,,,,,,,,,,
205667,CPE12000SG,TLR001061822,10/12/22 17:00,205667,WLTGG-122,1.001E+12,192.168.203.36,,,,,,,,,,,,,,,,,,,,,
205666,CPE12000SG,TLR001062014,10/12/22 17:00,205666,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
205665,CPE12000SG,TLR001052985,10/12/22 17:00,205665,WLTGG-122,1.001E+12,192.168.203.38,346557,,-999999,-102.6,-100.4,-99.2,-106.6,21.3,20.3,19.9,14.2,-9.3,-9.1,-9.4,-10,-68,,,,,
205664,CPE12000SG,TLR001023730,10/12/22 17:00,205664,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
205634,CPE12000SG,TLR001023930,10/12/22 17:00,205634,WLTGG-122,1.001E+12,192.168.203.18,13989641,2,-999999,-94.3,-92,-91.3,-96.8,13.4,13.6,15.6,12.2,-9.3,-9.6,-9.7,-9.5,-62,,,,,488
205642,CPE12000SG,TLR001052332,10/12/22 17:00,205642,WLTGG-122,1.001E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
205641,CPE12000SG,TLR001052687,10/12/22 17:00,205641,WLTGG-122,1.001E+12,192.168.203.34,528892,,-999999,-92.8,-94.3,-92.2,-92.2,21.8,18.2,19.9,23.4,-9.4,-8.5,-8.6,-9.4,-63,,,,,
205640,CPE12300,21140007371,10/12/22 17:00,205640,CPE12300XG,1.001E+12,192.168.203.33,902157,,8.9,-103.7,-105,0,0,17.6,12,0,0,-9.7,-9.4,0,0,-74,-74.3,-76,0,0,
205662,CPE12000SG,TLR001052745,10/12/22 17:00,205662,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
205661,CPE12000SG,TLR001052427,10/12/22 17:00,205661,WLTGG-122,1.001E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
205660,CPE12000SG,TLR001052420,10/12/22 17:00,205660,WLTGG-122,1.001E+12,192.168.203.23,897162,,5.2,-96.6,-94.7,-94.8,-100,23.8,23.8,25.3,24.3,-8.7,-9.1,-9.1,-8.8,-66,,,,,
205659,CPE12000SG,TLR001052770,10/12/22 17:00,205659,WLTGG-122,1.001E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
