Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
170177,CPE12000SG,TLR001052293,9/2/22 18:00,170177,WLTGG-122,1.001E+12,192.168.203.40,4172496,2,-3.1,-82.6,-80.8,-80.2,-83.2,19.6,21.8,23.6,22.4,-9,-9.4,-9.3,-8.8,-51,,,,,605
170178,CPE12000SG,TLR001062014,9/2/22 18:00,170178,WLTGG-122,1.001E+12,192.168.203.39,541817,2,-999999,-88.6,-86.4,-86.4,-86.6,18.9,18.4,18.2,20.6,-9,-9.8,-9.7,-8.9,-57,,,,,605
170150,CPE12000SG,TLR001052550,9/2/22 18:00,170150,WLTGG-122,1.001E+12,192.168.203.35,1725343,2,11.4,-102.3,-97.5,-100.7,-103.7,22.7,23.2,17,17.8,-9,-9.5,-10.1,-9.4,-68,,,,,488
170154,CPE12300,21140000512,9/2/22 18:00,170154,CPE12300HG,1.001E+12,192.168.203.41,78947,1,8.9,-112.4,-98.8,-98,-100.7,10.9,22.7,19,17.3,-9.6,-8.4,-9.6,-8.8,-69,-82.8,-70.8,-68.7,-72.2,371
170153,CPE12000SG,TLR001061848,9/2/22 18:00,170153,WLTGG-122,1.001E+12,192.168.203.37,9931901,2,-999999,-82.1,-79,-76.8,-78.2,17.9,20.8,22.8,20,-9.2,-9.6,-9.5,-9.1,-48,,,,,605
170152,CPE12000SG,TLR001052247,9/2/22 18:00,170152,WLTGG-122,1.001E+12,192.168.203.28,10542763,2,-999999,-90.9,-89.7,-93.3,-95.5,20.4,21,18.9,18.2,-8.8,-9.3,-9.5,-9.2,-60,,,,,78
170151,CPE12000SG,TLR001052281,9/2/22 18:00,170151,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
170169,CPE12000SG,TLR001052312,9/2/22 18:00,170169,WLTGG-122,1.001E+12,192.168.203.24,345259,2,4.9,-110.2,-118.2,-110.8,-107.8,16.4,9,12.9,17.3,-8.9,-9.9,-9.6,-9,-78,,,,,605
170170,CPE9000,GMK180819003927,9/2/22 18:00,170170,WLTMS-110,1.001E+12,192.168.203.47,699407,2,9,-101,-105,,,15,13,,,-10,,,,,,,,,605
170171,CPE12000SG,TLR001025025,9/2/22 18:00,170171,WLTGG-122,1.001E+12,192.168.203.14,3052602,1,-999999,-91.5,-91.9,-92.1,-93.7,27.1,26.4,24.5,23.4,-9,-9.1,-8.9,-9,-63,,,,,195
170172,CPE12000SG,TLR001052770,9/2/22 18:00,170172,WLTGG-122,1.001E+12,192.168.203.43,,2,,,,,,,,,,,,,,,,,,,781
170168,CPE12000SG,TLR001052332,9/2/22 18:00,170168,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
170167,CPE12000SG,TLR001052983,9/2/22 18:00,170167,WLTGG-122,1.001E+12,192.168.203.27,,1,,,,,,,,,,,,,,,,,,,195
170173,CPE12000SG,TLR001048674,9/2/22 18:00,170173,WLTGG-122,1.001E+12,192.168.203.11,10542763,1,6.4,-104.5,-99.4,-95,-96.6,13.7,18.6,22.6,22.3,-9.8,-9,-9.2,-9,-66,,,,,78
170174,CPE12300,21140003126,9/2/22 18:00,170174,CPE12300HG,1.001E+12,192.168.203.44,701227,2,14.8,-120.3,-124.5,-121.7,-117.3,8.4,3.9,6.1,11.2,-10.9,-11.8,-11.4,-10.1,-88,-89.6,-92.8,-90.5,-87,371
170166,CPE12000SG,TLR001021226,9/2/22 18:00,170166,WLTGG-122,1.001E+12,192.168.203.13,4923704,2,-999999,-111.3,-113.7,-112.7,-109.3,16.4,13.2,14,17.7,-9.4,-9.7,-9.4,-8.9,-81,,,,,605
170165,CPE12000SG,TLR001052687,9/2/22 18:00,170165,WLTGG-122,1.001E+12,192.168.203.34,10537241,1,-999999,-96.1,-97.4,-93.5,-93.4,21.1,17,22.4,25.1,-9.2,-8.6,-8.5,-9.5,-65,,,,,371
170164,CPE12000SG,TLR001052985,9/2/22 18:00,170164,WLTGG-122,1.001E+12,192.168.203.38,2099153,1,-999999,-107,-102.8,-101.2,-103.5,16.4,17.9,19.9,19.2,-9.3,-9.1,-9.2,-9.7,-70,,,,,371
170163,CPE12000SG,TLR001061822,9/2/22 18:00,170163,WLTGG-122,1.001E+12,192.168.203.36,449594,2,-2.5,-82.9,-81.8,-83.1,-84.8,19,21.8,20.4,18.7,-9.2,-9.6,-9.5,-9.2,-52,,,,,605
170162,CPE12000SG,TLR001052820,9/2/22 18:00,170162,WLTGG-122,1.001E+12,192.168.203.46,2187543,2,-999999,-98.9,-94.8,-91.9,-94,10,15.2,17.3,14.9,-10.7,-10.2,-9.9,-9.5,-62,,,,,371
170161,CPE12000SG,TLR001024016,9/2/22 18:00,170161,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
170160,CPE12000SG,TLR001052427,9/2/22 18:00,170160,WLTGG-122,1.001E+12,192.168.203.42,4471205,2,-999999,-99.3,-101.5,-104.5,-106.6,22.8,20.5,15.2,15,-8.8,-9.2,-9.9,-9.4,-70,,,,,605
170159,CPE12300,21140007371,9/2/22 18:00,170159,CPE12300XG,1.001E+12,192.168.203.33,701222,1,7.6,-110,-109.7,0,0,14.8,10.2,0,0,-9.9,-9.8,0,0,-79,-80.4,-80.1,0,0,488
170158,CPE12000SG,TLR001024748,9/2/22 18:00,170158,WLTGG-122,1.001E+12,192.168.203.12,2190293,2,10.4,-111.2,-110.1,-107,-106.9,13.4,14.6,14.8,16.2,-9.8,-10,-9.5,-9.5,-78,,,,,605
170179,CPE12000SG,TLR001023930,9/2/22 18:00,170179,WLTGG-122,1.001E+12,192.168.203.18,10537241,2,-999999,-96.5,-95.2,-93.5,-97.7,19.3,20.5,21.2,18.7,-9.4,-9.7,-9.4,-9.2,-64,,,,,488
170180,CPE12000SG,TLR001023697,9/2/22 18:00,170180,WLTGG-122,1.001E+12,192.168.203.10,2190292,2,7.4,-97.1,-95.4,-96.5,-100.7,22.3,24.5,20.3,18.3,-9.1,-9.4,-9.4,-9.2,-66,,,,,605
170181,CPE12000SG,TLR001052354,9/2/22 18:00,170181,WLTGG-122,1.001E+12,192.168.203.22,2190292,3,-999999,-98.4,-96,-96,-94.4,17.8,20.2,20.1,24.4,-9.2,-8.8,-8.7,-9.2,-65,,,,,605
170182,CPE12000SG,TLR001052382,9/2/22 18:00,170182,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
170135,CPE12000SG,TLR001021226,9/2/22 17:00,170135,WLTGG-122,1.001E+12,192.168.203.13,4920104,2,-999999,-111.4,-113.9,-110.5,-109.2,16.1,12.7,16.1,17.2,-9.3,-9.4,-9,-8.8,-81,,,,,605
170149,CPE12000SG,TLR001023730,9/2/22 17:00,170149,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
170148,CPE12000SG,TLR001052745,9/2/22 17:00,170148,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
170147,CPE12000SG,TLR001023657,9/2/22 17:00,170147,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
170146,CPE12000SG,TLR001021183,9/2/22 17:00,170146,WLTGG-122,1.001E+12,192.168.203.16,,,,,,,,,,,,,,,,,,,,,
170145,CPE12000SG,TLR001052382,9/2/22 17:00,170145,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
170144,CPE12000SG,TLR001052354,9/2/22 17:00,170144,WLTGG-122,1.001E+12,192.168.203.22,2186692,3,6.6,-98.3,-95.7,-95.4,-93.5,17.4,19.8,20.2,25.4,-9.4,-9.1,-8.7,-9.1,-65,,,,,605
170143,CPE12000SG,TLR001023697,9/2/22 17:00,170143,WLTGG-122,1.001E+12,192.168.203.10,2186692,2,7.4,-96.9,-95.5,-97.8,-102.2,22.4,24.2,18.8,17.1,-9,-9.4,-9.5,-9.2,-66,,,,,605
170142,CPE12000SG,TLR001023930,9/2/22 17:00,170142,WLTGG-122,1.001E+12,192.168.203.18,10533640,2,-999999,-96.6,-94.1,-94,-98.3,19.8,22,21.5,18.7,-9.4,-9.8,-9.3,-9.2,-64,,,,,488
170141,CPE12000SG,TLR001062014,9/2/22 17:00,170141,WLTGG-122,1.001E+12,192.168.203.39,538214,2,-999999,-89,-86.3,-86.4,-86.9,18.7,18.5,18.1,20.1,-8.9,-9.9,-9.8,-8.9,-57,,,,,605
170140,CPE12000SG,TLR001052293,9/2/22 17:00,170140,WLTGG-122,1.001E+12,192.168.203.40,4168896,2,-3.1,-82.8,-80.6,-80.5,-83.8,19.4,21.8,23.4,21.8,-9,-9.6,-9.6,-9,-51,,,,,605
170139,CPE12000SG,TLR001052912,9/2/22 17:00,170139,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
170138,CPE12000SG,TLR001024707,9/2/22 17:00,170138,WLTGG-122,1.001E+12,192.168.203.17,5055055,1,-999999,-102.1,-100,-101.8,-105.5,22.3,23.3,21.5,18.8,-8.9,-9.1,-9,-9,-71,,,,,371
